"","dhs_id","site_id","site_name","latitude","longitude","rural_urban","country","country_id","continent_id","month_start","year_start","month_end","year_end","lower_age","upper_age","examined","positive","pr","species","method","rdt_type","pcr_type","malaria_metrics_available","location_available","permissions_info","citation1","citation2","citation3"
"1447","UG201600000675",NA,"",NA,NA,"","Uganda","UGA","Africa",10,2016,10,2016,1.3,5,7,3,0.4286,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"1448","UG201600000677",NA,"",NA,NA,"","Uganda","UGA","Africa",10,2016,10,2016,1.2,5,8,6,0.75,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"1449","UG201600000678",NA,"",NA,NA,"","Uganda","UGA","Africa",10,2016,10,2016,1.3,4,4,3,0.75,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"1450","UG201600000679",NA,"",NA,NA,"","Uganda","UGA","Africa",10,2016,10,2016,1.9,5,6,1,0.1667,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"1451","UG201600000680",NA,"",NA,NA,"","Uganda","UGA","Africa",10,2016,10,2016,1.8,4,7,4,0.5714,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"1452","UG201600000681",NA,"",NA,NA,"","Uganda","UGA","Africa",8,2016,8,2016,1.6,4,3,1,0.3333,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"1453","UG201600000682",NA,"",NA,NA,"","Uganda","UGA","Africa",10,2016,10,2016,1.5,5,9,7,0.7778,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"1454","UG201600000683",NA,"",NA,NA,"","Uganda","UGA","Africa",7,2016,7,2016,0.5,5,12,8,0.6667,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"1455","UG201600000684",NA,"",NA,NA,"","Uganda","UGA","Africa",6,2016,6,2016,0.6,4,12,11,0.9167,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"1456","UG201600000685",NA,"",NA,NA,"","Uganda","UGA","Africa",9,2016,9,2016,1.1,5,11,10,0.9091,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"1457","UG201600000686",NA,"",NA,NA,"","Uganda","UGA","Africa",9,2016,9,2016,0.5,5,13,10,0.7692,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"1458","UG201600000687",NA,"",NA,NA,"","Uganda","UGA","Africa",7,2016,7,2016,0.7,5,10,7,0.7,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"1459","UG201600000688",NA,"",NA,NA,"","Uganda","UGA","Africa",8,2016,8,2016,0.6,5,13,12,0.9231,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"1460","UG201600000689",NA,"",NA,NA,"","Uganda","UGA","Africa",9,2016,9,2016,1.8,5,10,4,0.4,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"1461","UG201600000690",NA,"",NA,NA,"","Uganda","UGA","Africa",9,2016,9,2016,0.6,5,7,4,0.5714,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"1462","UG201600000691",NA,"",NA,NA,"","Uganda","UGA","Africa",6,2016,6,2016,0.8,5,8,4,0.5,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"1463","UG201600000692",NA,"",NA,NA,"","Uganda","UGA","Africa",7,2016,7,2016,1.3,5,8,1,0.125,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"1464","UG201600000693",NA,"",NA,NA,"","Uganda","UGA","Africa",7,2016,7,2016,0.8,5,13,9,0.6923,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"1465","UG201600000694",NA,"",NA,NA,"","Uganda","UGA","Africa",7,2016,7,2016,1.6,5,7,5,0.7143,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"1466","UG201600000695",NA,"",NA,NA,"","Uganda","UGA","Africa",6,2016,6,2016,0.6,5,9,7,0.7778,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"1467","UG201600000696",NA,"",NA,NA,"","Uganda","UGA","Africa",9,2016,9,2016,1,5,13,2,0.1538,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"1468","UG201600000697",NA,"",NA,NA,"","Uganda","UGA","Africa",11,2016,11,2016,1.3,4,4,1,0.25,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"325","",58412,"Mulanda PS",0.6974,34.004,"RURAL","Uganda","UGA","Africa",2,2011,2,2011,6,14,740,204,0.2757,"P. falciparum","Microscopy","",NA,"true","true","","Nankabirwa, J, Wandera, B, Kiwanuka, N, Staedke, SG, Kamya, MR and Brooker, SJ (2013).  <b>Asymptomatic <i>Plasmodium</i> infection and cognition among primary schoolchildren in a high malaria transmission setting in Uganda.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>88</b>(6):1102-8","",NA
"326","",58417,"Abedi",2.0555,32.4119,"RURAL","Uganda","UGA","Africa",10,2009,10,2009,0,14,119,68,0.5714,"P. falciparum","Microscopy","",NA,"true","true","","Proietti, C, Pettinato, DD, Kanoi, BN, Ntege, E, Crisanti, A, Riley, EM, Egwang, TG, Drakeley, C and Bousema, T (2011).  <b>Continuing intense malaria transmission in northern Uganda.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>84</b>(5):830-7","",NA
"327","",58414,"Akere",1.851,33.333,"RURAL","Uganda","UGA","Africa",10,2009,10,2009,0,14,107,50,0.4673,"P. falciparum","Microscopy","",NA,"true","true","","Proietti, C, Pettinato, DD, Kanoi, BN, Ntege, E, Crisanti, A, Riley, EM, Egwang, TG, Drakeley, C and Bousema, T (2011).  <b>Continuing intense malaria transmission in northern Uganda.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>84</b>(5):830-7","",NA
"328","",58415,"Apac town",1.984,32.533,"RURAL","Uganda","UGA","Africa",10,2009,10,2009,0,14,86,48,0.5581,"P. falciparum","Microscopy","",NA,"true","true","","Proietti, C, Pettinato, DD, Kanoi, BN, Ntege, E, Crisanti, A, Riley, EM, Egwang, TG, Drakeley, C and Bousema, T (2011).  <b>Continuing intense malaria transmission in northern Uganda.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>84</b>(5):830-7","",NA
"329","",58416,"Atopi",1.968,32.484,"RURAL","Uganda","UGA","Africa",10,2009,10,2009,0,14,108,70,0.6481,"P. falciparum","Microscopy","",NA,"true","true","","Proietti, C, Pettinato, DD, Kanoi, BN, Ntege, E, Crisanti, A, Riley, EM, Egwang, TG, Drakeley, C and Bousema, T (2011).  <b>Continuing intense malaria transmission in northern Uganda.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>84</b>(5):830-7","",NA
"330","",58960,"Amuru IDP camp",2.8138,31.9373,"RURAL","Uganda","UGA","Africa",9,2007,9,2007,0,99,390,212,0.5436,"P. falciparum","Microscopy","",NA,"true","true","","Prugger, C, Engl, M, Ogwang, M, Ploner, F, Ploner, M, Gluderer, D, Wernsdorfer, G and Wernsdorfer, WH (2008).  <b>Malariological baseline survey and in vitro antimalarial drug resistance in Gulu district, Northern Uganda.</b> <i>Wiener klinische Wochenschrift</i>, <b>120</b>(19-20 Suppl 4):63-8","",NA
"331","",58961,"Bukoba",0.3111,33.4924,"RURAL","Uganda","UGA","Africa",6,2009,6,2009,0.5,6,247,214,0.8664,"P. falciparum","Microscopy","",NA,"true","true","","Stothard, JR, Sousa-Figueiredo, JC, Betson, M, Seto, EY and Kabatereine, NB (2011).  <b>Investigating the spatial micro-epidemiology of diseases within a point-prevalence sample: a field applicable method for rapid mapping of households using low-cost GPS-dataloggers.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>105</b>(9):500-6","",NA
"410","UG200900000015",NA,"",NA,NA,"","Uganda","UGA","Africa",12,2009,12,2009,0.3,4,15,7,0.4667,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"411","UG200900000030",NA,"",NA,NA,"","Uganda","UGA","Africa",12,2009,12,2009,0.3,4,20,13,0.65,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"412","UG200900000016",NA,"",NA,NA,"","Uganda","UGA","Africa",11,2009,11,2009,0.2,4,15,7,0.4667,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"413","UG200900000017",NA,"",NA,NA,"","Uganda","UGA","Africa",11,2009,11,2009,0.7,4,9,4,0.4444,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"414","UG200900000018",NA,"",NA,NA,"","Uganda","UGA","Africa",11,2009,11,2009,0.5,4,25,4,0.16,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"415","UG200900000019",NA,"",NA,NA,"","Uganda","UGA","Africa",11,2009,11,2009,0.1,4,24,14,0.5833,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"416","UG200900000020",NA,"",NA,NA,"","Uganda","UGA","Africa",12,2009,12,2009,0.1,4,27,11,0.4074,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"417","UG200900000021",NA,"",NA,NA,"","Uganda","UGA","Africa",11,2009,11,2009,0.3,4,16,0,0,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"418","UG200900000022",NA,"",NA,NA,"","Uganda","UGA","Africa",11,2009,11,2009,0.1,4,24,12,0.5,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"419","UG200900000023",NA,"",NA,NA,"","Uganda","UGA","Africa",12,2009,12,2009,0.1,5,13,0,0,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"420","UG200900000024",NA,"",NA,NA,"","Uganda","UGA","Africa",11,2009,12,2009,0.6,4,14,8,0.5714,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"421","UG200900000025",NA,"",NA,NA,"","Uganda","UGA","Africa",12,2009,12,2009,0.3,4,29,25,0.8621,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"422","UG200900000026",NA,"",NA,NA,"","Uganda","UGA","Africa",12,2009,12,2009,0.2,4,25,14,0.56,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"423","UG200900000027",NA,"",NA,NA,"","Uganda","UGA","Africa",12,2009,12,2009,0.1,4,23,15,0.6522,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"424","UG200900000028",NA,"",NA,NA,"","Uganda","UGA","Africa",11,2009,11,2009,1.1,4,17,3,0.1765,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"425","UG200900000029",NA,"",NA,NA,"","Uganda","UGA","Africa",11,2009,11,2009,0.1,4,16,10,0.625,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"426","UG200900000031",NA,"",NA,NA,"","Uganda","UGA","Africa",12,2009,12,2009,0.3,4,29,17,0.5862,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"427","UG200900000032",NA,"",NA,NA,"","Uganda","UGA","Africa",12,2009,12,2009,0.3,5,26,18,0.6923,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"428","UG200900000033",NA,"",NA,NA,"","Uganda","UGA","Africa",11,2009,11,2009,0.1,5,26,20,0.7692,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"429","UG200900000034",NA,"",NA,NA,"","Uganda","UGA","Africa",11,2009,11,2009,0.3,5,18,9,0.5,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"430","UG200900000035",NA,"",NA,NA,"","Uganda","UGA","Africa",11,2009,11,2009,0.2,4,36,29,0.8056,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"431","UG200900000036",NA,"",NA,NA,"","Uganda","UGA","Africa",11,2009,11,2009,0.1,4,31,27,0.871,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"432","UG200900000037",NA,"",NA,NA,"","Uganda","UGA","Africa",11,2009,11,2009,0,4,29,20,0.6897,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"433","UG200900000038",NA,"",NA,NA,"","Uganda","UGA","Africa",12,2009,12,2009,0.1,4,33,25,0.7576,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"434","UG200900000001",NA,"",NA,NA,"","Uganda","UGA","Africa",11,2009,11,2009,0.6,3,8,0,0,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"435","UG200900000002",NA,"",NA,NA,"","Uganda","UGA","Africa",11,2009,11,2009,0.8,4,21,11,0.5238,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"436","UG200900000003",NA,"",NA,NA,"","Uganda","UGA","Africa",11,2009,11,2009,0.3,4,18,9,0.5,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"437","UG200900000004",NA,"",NA,NA,"","Uganda","UGA","Africa",11,2009,11,2009,0.1,4,22,7,0.3182,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"438","UG200900000005",NA,"",NA,NA,"","Uganda","UGA","Africa",11,2009,11,2009,0.1,5,27,8,0.2963,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"439","UG200900000006",NA,"",NA,NA,"","Uganda","UGA","Africa",11,2009,11,2009,0.1,4,29,12,0.4138,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"440","UG200900000007",NA,"",NA,NA,"","Uganda","UGA","Africa",11,2009,11,2009,0.5,4,18,10,0.5556,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"441","UG200900000008",NA,"",NA,NA,"","Uganda","UGA","Africa",11,2009,11,2009,0.3,4,33,1,0.0303,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"442","UG200900000009",NA,"",NA,NA,"","Uganda","UGA","Africa",12,2009,12,2009,0.2,4,35,16,0.4571,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"443","UG200900000010",NA,"",NA,NA,"","Uganda","UGA","Africa",11,2009,12,2009,0.4,4,26,15,0.5769,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"444","UG200900000011",NA,"",NA,NA,"","Uganda","UGA","Africa",12,2009,12,2009,0.1,4,20,7,0.35,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"445","UG200900000012",NA,"",NA,NA,"","Uganda","UGA","Africa",12,2009,12,2009,0.2,4,13,0,0,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2010). <i>UGANDA Malaria Indicator
Survey (MIS) 2009.</i> ICF Marco 2010. Calverton. Uganda Bureau of Statistics. 1-144"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
